microrregiao,densidade_media_ego,num_bairros
6.3,0.8333333333333334,1
1.3,0.75,2
5.2,0.7077380952380953,4
6.1,0.7066666666666667,5
4.3,0.7000000000000001,3
4.2,0.6833333333333333,2
3.3,0.6619047619047619,8
2.2,0.6595238095238094,9
2.3,0.6571428571428571,3
6.2,0.6388888888888888,2
5.3,0.6268707482993197,7
3.2,0.6247619047619047,5
1.2,0.6235827664399093,7
2.1,0.6214285714285714,9
1.1,0.6,2
3.1,0.5971230158730159,16
5.1,0.5900000000000001,5
4.1,0.5428571428571428,7
